Department,Designation,Experience,CollegeTier,Salary
Finance,Associate,3,Tier 1,729808
Operations,Senior Dev,15,Tier 3,1471849
Support,Director,18,Tier 1,2821600
IT,Lead,4,Tier 2,1050719
Finance,Lead,18,Tier 1,2239565
IT,Associate,10,Tier 3,971132
HR,Associate,19,Tier 3,1541076
HR,Manager,3,Tier 2,1196563
HR,Associate,3,Tier 1,738299
Finance,Associate,19,Tier 2,1671633
Finance,Intern,17,Tier 3,1240639
Marketing,Lead,8,Tier 3,1187777
Operations,Associate,1,Tier 2,477044
Finance,Director,3,Tier 3,1385199
Support,Senior Dev,11,Tier 2,1402694
Sales,Lead,14,Tier 3,1524374
Operations,Lead,16,Tier 1,2101655
Operations,Senior Dev,18,Tier 2,1855960
Support,Manager,13,Tier 2,1873856
Operations,Associate,4,Tier 2,729809
Finance,Lead,19,Tier 3,1830655
Marketing,Senior Dev,13,Tier 2,1519629
Finance,Senior Dev,0,Tier 2,651602
HR,Lead,6,Tier 3,1036073
HR,Intern,14,Tier 2,1129282
IT,Intern,19,Tier 3,1311537
Sales,Associate,18,Tier 3,1494328
Marketing,Intern,18,Tier 3,1296202
Operations,Manager,4,Tier 1,1419207
Marketing,Manager,3,Tier 3,1070619
IT,Director,6,Tier 1,1944845
Marketing,Manager,11,Tier 2,1716562
Sales,Manager,4,Tier 3,1118697
Support,Analyst,9,Tier 3,853039
IT,Manager,9,Tier 1,1797818
Sales,Director,16,Tier 1,2683100
Support,Lead,9,Tier 3,1230104
Marketing,Lead,16,Tier 2,1800067
Operations,Associate,3,Tier 2,667025
Operations,Analyst,8,Tier 3,782317
IT,Lead,17,Tier 1,2122509
HR,Senior Dev,14,Tier 3,1416533
Finance,Manager,9,Tier 1,1784670
Finance,Intern,3,Tier 3,409473
Sales,Analyst,17,Tier 2,1460328
Sales,Lead,16,Tier 1,2068723
Marketing,Director,6,Tier 1,1920719
Finance,Senior Dev,10,Tier 3,1228637
Marketing,Associate,2,Tier 3,521345
Operations,Analyst,9,Tier 3,867663
IT,Manager,5,Tier 2,1316028
Finance,Associate,9,Tier 2,1018033
Operations,Manager,19,Tier 2,2237097
HR,Associate,15,Tier 3,1297608
IT,Manager,5,Tier 2,1347804
Support,Associate,3,Tier 2,649846
Finance,Analyst,13,Tier 3,1086704
HR,Director,19,Tier 1,2948028
Operations,Senior Dev,7,Tier 2,1121483
Support,Lead,1,Tier 1,942763
Finance,Manager,4,Tier 2,1239733
Sales,Senior Dev,4,Tier 1,1045502
Operations,Associate,12,Tier 2,1257944
Support,Intern,9,Tier 2,793247
Marketing,Lead,0,Tier 1,866058
IT,Intern,17,Tier 3,1208635
HR,Associate,2,Tier 3,510953
IT,Intern,8,Tier 3,656041
Marketing,Manager,1,Tier 3,951059
Sales,Analyst,18,Tier 2,1505548
Operations,Intern,6,Tier 1,675419
Sales,Senior Dev,2,Tier 1,880550
Finance,Senior Dev,8,Tier 3,1080337
IT,Intern,8,Tier 2,742747
Support,Analyst,11,Tier 3,958718
IT,Lead,1,Tier 1,963359
IT,Associate,17,Tier 2,1540012
Operations,Analyst,13,Tier 1,1366660
Finance,Director,9,Tier 2,1931915
Finance,Senior Dev,9,Tier 3,1110767
Finance,Director,10,Tier 3,1822606
IT,Manager,1,Tier 2,1041332
Support,Lead,6,Tier 1,1313174
Support,Senior Dev,5,Tier 3,903653
Sales,Associate,2,Tier 3,527260
Marketing,Analyst,2,Tier 2,434073
IT,Senior Dev,5,Tier 2,977194
Sales,Lead,16,Tier 2,1839723
Marketing,Associate,16,Tier 1,1679699
Finance,Lead,1,Tier 1,930762
HR,Senior Dev,6,Tier 3,969897
Support,Analyst,17,Tier 1,1661556
Operations,Associate,3,Tier 1,728383
Finance,Analyst,19,Tier 3,1448445
Operations,Manager,11,Tier 1,1960634
HR,Manager,17,Tier 3,1906874
IT,Associate,7,Tier 2,881825
Operations,Analyst,14,Tier 3,1168696
Operations,Lead,18,Tier 3,1765635
Sales,Lead,7,Tier 3,1110760
IT,Director,18,Tier 2,2499252
HR,Director,10,Tier 1,2226862
Operations,Director,7,Tier 1,2005450
IT,Intern,7,Tier 1,785927
Marketing,Analyst,18,Tier 2,1530879
Marketing,Associate,17,Tier 3,1396825
Finance,Associate,6,Tier 1,944251
Support,Intern,8,Tier 3,690736
Support,Intern,18,Tier 2,1390516
HR,Analyst,18,Tier 1,1735544
Marketing,Manager,14,Tier 3,1718719
Sales,Intern,6,Tier 2,614185
Operations,Director,11,Tier 1,2316575
HR,Associate,4,Tier 2,717113
Finance,Director,4,Tier 3,1417856
HR,Manager,4,Tier 2,1259790
Marketing,Associate,12,Tier 3,1134443
Support,Analyst,0,Tier 3,308506
Support,Analyst,0,Tier 1,346770
IT,Director,17,Tier 3,2199969
IT,Director,15,Tier 1,2639748
Sales,Director,6,Tier 2,1705360
Operations,Analyst,15,Tier 3,1219904
Marketing,Associate,5,Tier 3,704160
Finance,Senior Dev,5,Tier 2,987181
Finance,Director,17,Tier 1,2762061
Operations,Lead,9,Tier 2,1378247
HR,Manager,17,Tier 3,1924714
HR,Manager,8,Tier 2,1538247
Marketing,Manager,9,Tier 3,1444550
Operations,Manager,5,Tier 2,1349341
HR,Analyst,5,Tier 1,770713
Marketing,Lead,6,Tier 2,1145867
Finance,Senior Dev,2,Tier 3,693981
Marketing,Associate,18,Tier 2,1603782
Sales,Associate,15,Tier 2,1453702
Operations,Lead,7,Tier 1,1411905
Finance,Analyst,12,Tier 2,1137780
Operations,Lead,8,Tier 3,1175993
Finance,Senior Dev,8,Tier 1,1320078
HR,Intern,19,Tier 1,1670473
IT,Director,12,Tier 2,2090417
IT,Intern,18,Tier 2,1379209
IT,Director,1,Tier 2,1360898
Operations,Associate,5,Tier 1,863562
IT,Senior Dev,9,Tier 1,1405871
Operations,Lead,5,Tier 3,997382
IT,Lead,15,Tier 3,1628047
IT,Senior Dev,16,Tier 3,1568290
Marketing,Analyst,2,Tier 2,451665
Finance,Intern,6,Tier 3,530328
IT,Analyst,19,Tier 3,1448347
HR,Manager,4,Tier 2,1269890
Operations,Associate,10,Tier 1,1252888
Finance,Analyst,3,Tier 2,548116
IT,Associate,0,Tier 1,485450
Marketing,Senior Dev,17,Tier 2,1790411
Sales,Lead,12,Tier 2,1543560
Marketing,Associate,1,Tier 2,526468
Operations,Associate,12,Tier 1,1402463
IT,Analyst,15,Tier 3,1218151
Marketing,Associate,2,Tier 1,678773
Finance,Senior Dev,3,Tier 3,778810
Finance,Manager,13,Tier 2,1818028
Support,Associate,2,Tier 3,537599
IT,Analyst,14,Tier 1,1436787
Marketing,Director,9,Tier 2,1886024
HR,Manager,10,Tier 3,1508607
HR,Manager,9,Tier 1,1783503
Support,Director,18,Tier 2,2503345
Operations,Senior Dev,1,Tier 1,854557
Support,Intern,18,Tier 2,1418167
Marketing,Senior Dev,2,Tier 3,743753
Support,Director,13,Tier 1,2457031
Sales,Analyst,15,Tier 1,1504228
Operations,Associate,2,Tier 1,676821
Support,Associate,17,Tier 1,1795568
Finance,Intern,5,Tier 2,527766
IT,Associate,0,Tier 1,520580
Operations,Associate,9,Tier 3,930858
Support,Senior Dev,5,Tier 1,1098071
HR,Director,11,Tier 2,2040931
IT,Director,12,Tier 3,1891040
Marketing,Manager,7,Tier 3,1325321
Support,Senior Dev,19,Tier 1,2158186
IT,Analyst,11,Tier 1,1190710
Support,Intern,11,Tier 2,921057
Marketing,Associate,13,Tier 3,1169157
Finance,Associate,4,Tier 3,659544
Support,Lead,10,Tier 3,1275188
Sales,Senior Dev,2,Tier 1,899680
Finance,Associate,1,Tier 2,512766
Support,Intern,0,Tier 1,275718
Support,Manager,13,Tier 1,2075796
HR,Manager,18,Tier 2,2187131
IT,Intern,10,Tier 1,1016422
IT,Lead,1,Tier 1,956839
Marketing,Lead,8,Tier 3,1152786
Support,Lead,1,Tier 1,953638
HR,Analyst,4,Tier 1,689564
Marketing,Manager,4,Tier 3,1145507
Finance,Intern,12,Tier 1,1153108
HR,Director,19,Tier 2,2567806
Sales,Intern,5,Tier 3,487043
Support,Analyst,17,Tier 3,1299752
Finance,Senior Dev,1,Tier 3,672616
Finance,Lead,5,Tier 2,1079896
HR,Analyst,2,Tier 1,505976
Marketing,Intern,0,Tier 1,253586
Finance,Associate,4,Tier 1,786396
Sales,Manager,18,Tier 2,2160171
Finance,Manager,15,Tier 3,1803688
IT,Intern,18,Tier 2,1420274
Finance,Senior Dev,11,Tier 1,1573253
Support,Intern,4,Tier 3,412017
Support,Intern,6,Tier 1,712188
HR,Analyst,14,Tier 2,1237237
Finance,Analyst,2,Tier 3,406251
IT,Senior Dev,19,Tier 3,1744206
Marketing,Intern,4,Tier 3,413543
Marketing,Manager,7,Tier 1,1670933
Support,Lead,0,Tier 2,779111
IT,Analyst,17,Tier 2,1422211
IT,Analyst,15,Tier 3,1216577
Finance,Associate,19,Tier 2,1664331
Operations,Associate,12,Tier 1,1427196
Finance,Intern,9,Tier 2,841894
IT,Lead,13,Tier 2,1612591
Finance,Director,15,Tier 2,2323822
Support,Lead,11,Tier 2,1515800
Operations,Senior Dev,7,Tier 2,1138577
IT,Manager,17,Tier 3,1904842
HR,Intern,17,Tier 2,1346318
Finance,Intern,3,Tier 3,378656
Support,Intern,4,Tier 2,499269
HR,Associate,15,Tier 3,1298840
Sales,Associate,9,Tier 2,1027831
Finance,Manager,17,Tier 1,2375424
IT,Analyst,17,Tier 3,1304086
Support,Intern,3,Tier 1,480929
Operations,Director,4,Tier 3,1430539
Finance,Manager,15,Tier 3,1797874
Sales,Associate,17,Tier 1,1767044
IT,Senior Dev,13,Tier 2,1517774
Operations,Director,16,Tier 3,2178928
IT,Director,16,Tier 2,2394406
Marketing,Lead,10,Tier 2,1432720
IT,Associate,13,Tier 1,1449700
HR,Director,19,Tier 2,2599058
HR,Senior Dev,6,Tier 2,1064327
HR,Senior Dev,12,Tier 2,1424513
Sales,Senior Dev,13,Tier 3,1406096
Operations,Analyst,6,Tier 2,711847
IT,Director,17,Tier 3,2240248
Operations,Manager,0,Tier 3,871951
Sales,Lead,16,Tier 2,1805746
IT,Analyst,5,Tier 3,611954
IT,Manager,4,Tier 2,1251169
Finance,Analyst,19,Tier 3,1439592
Finance,Analyst,3,Tier 2,556185
IT,Lead,9,Tier 3,1230823
Marketing,Associate,10,Tier 3,970858
Support,Associate,15,Tier 1,1618769
HR,Director,16,Tier 1,2682879
Finance,Lead,6,Tier 3,1072255
IT,Director,2,Tier 2,1468073
HR,Analyst,15,Tier 2,1291447
HR,Manager,11,Tier 1,1922850
Operations,Analyst,16,Tier 3,1289412
Sales,Lead,17,Tier 2,1902874
Support,Manager,3,Tier 2,1181535
HR,Lead,16,Tier 2,1805503
Finance,Manager,8,Tier 3,1365493
HR,Intern,19,Tier 3,1342408
HR,Director,1,Tier 3,1264440
Finance,Manager,5,Tier 1,1482546
IT,Associate,19,Tier 1,1901085
Operations,Lead,6,Tier 3,1043280
Finance,Intern,0,Tier 1,262084
HR,Intern,5,Tier 2,555628
Operations,Associate,1,Tier 2,503566
Operations,Intern,14,Tier 2,1155196
Finance,Director,13,Tier 2,2179225
HR,Manager,6,Tier 3,1253341
Sales,Lead,9,Tier 1,1562719
Finance,Senior Dev,16,Tier 2,1735037
Support,Manager,7,Tier 2,1466451
Operations,Intern,15,Tier 2,1193335
Finance,Associate,12,Tier 2,1240590
Finance,Lead,19,Tier 1,2311297
Finance,Senior Dev,13,Tier 1,1750185
Finance,Manager,4,Tier 1,1421393
Sales,Manager,8,Tier 1,1746707
Support,Lead,2,Tier 3,810799
Finance,Senior Dev,7,Tier 1,1254107
Support,Manager,9,Tier 1,1800805
Marketing,Lead,18,Tier 1,2232789
Sales,Analyst,2,Tier 1,541314
Marketing,Analyst,10,Tier 1,1148022
IT,Analyst,16,Tier 3,1274527
Finance,Manager,6,Tier 2,1382723
Operations,Associate,18,Tier 3,1466779
Marketing,Lead,14,Tier 3,1539086
Operations,Lead,10,Tier 2,1442596
Support,Lead,4,Tier 2,1039278
Finance,Senior Dev,17,Tier 3,1610074
Marketing,Lead,11,Tier 1,1705969
Support,Analyst,19,Tier 3,1438942
Finance,Senior Dev,19,Tier 2,1913059
Finance,Senior Dev,17,Tier 1,2047389
Finance,Manager,18,Tier 1,2466322
Finance,Lead,1,Tier 2,814314
HR,Senior Dev,7,Tier 3,999628
Operations,Senior Dev,10,Tier 2,1301492
Marketing,Lead,17,Tier 1,2171638
Sales,Lead,17,Tier 3,1710365
IT,Lead,9,Tier 2,1343096
IT,Intern,2,Tier 1,382682
Marketing,Lead,11,Tier 2,1510491
Finance,Lead,2,Tier 3,831894
Sales,Intern,13,Tier 1,1251247
Finance,Intern,10,Tier 1,970294
Sales,Analyst,9,Tier 1,1031434
HR,Analyst,14,Tier 3,1148098
Support,Manager,15,Tier 3,1787493
Sales,Director,19,Tier 2,2599275
Operations,Analyst,17,Tier 2,1439558
Support,Intern,12,Tier 1,1178436
HR,Intern,3,Tier 3,409355
Marketing,Lead,13,Tier 1,1846567
Operations,Intern,8,Tier 3,682376
HR,Analyst,18,Tier 2,1509922
IT,Lead,4,Tier 1,1174332
Finance,Associate,17,Tier 3,1413495
Marketing,Lead,18,Tier 1,2246952
Operations,Intern,16,Tier 3,1189946
Operations,Intern,1,Tier 1,296541
Marketing,Manager,13,Tier 3,1693074
IT,Intern,11,Tier 1,1074283
Operations,Manager,11,Tier 3,1584508
Operations,Manager,1,Tier 1,1170769
Support,Associate,14,Tier 2,1358982
IT,Manager,16,Tier 2,2054367
IT,Lead,6,Tier 1,1313653
Finance,Associate,13,Tier 1,1484339
HR,Lead,16,Tier 1,2087399
Support,Analyst,13,Tier 1,1352069
Finance,Manager,18,Tier 1,2483231
Support,Associate,5,Tier 2,780218
Operations,Intern,17,Tier 3,1201095
HR,Manager,4,Tier 2,1244343
HR,Associate,5,Tier 1,846313
Support,Analyst,7,Tier 2,812222
Support,Manager,14,Tier 2,1893930
HR,Associate,0,Tier 1,488705
Sales,Intern,11,Tier 2,937323
Sales,Senior Dev,10,Tier 1,1523915
Operations,Senior Dev,7,Tier 2,1102619
Finance,Lead,6,Tier 3,1072964
IT,Lead,1,Tier 3,789274
Finance,Analyst,9,Tier 1,1065730
HR,Manager,19,Tier 3,2057708
IT,Associate,9,Tier 3,963019
Support,Lead,17,Tier 2,1869373
Support,Lead,17,Tier 1,2140187
Marketing,Senior Dev,7,Tier 1,1286577
Sales,Intern,12,Tier 2,1021220
Sales,Analyst,7,Tier 1,927219
Sales,Manager,3,Tier 1,1375556
Marketing,Director,0,Tier 2,1328192
Support,Manager,1,Tier 3,934381
HR,Intern,7,Tier 1,764558
Sales,Intern,14,Tier 2,1139881
Support,Manager,4,Tier 2,1253409
Finance,Analyst,6,Tier 2,698983
Finance,Senior Dev,6,Tier 1,1201933
Support,Director,6,Tier 1,1922523
Support,Associate,13,Tier 2,1278292
Operations,Intern,17,Tier 3,1194581
Marketing,Senior Dev,3,Tier 1,950609
HR,Lead,17,Tier 3,1740539
HR,Senior Dev,15,Tier 2,1642936
Finance,Senior Dev,6,Tier 3,972725
Finance,Lead,4,Tier 2,1033506
Sales,Associate,11,Tier 3,1089758
Operations,Intern,9,Tier 2,796537
Support,Manager,19,Tier 1,2562578
HR,Director,15,Tier 1,2650675
IT,Intern,10,Tier 3,779063
Marketing,Lead,2,Tier 2,904214
Sales,Senior Dev,6,Tier 3,988262
Support,Analyst,6,Tier 1,797413
Operations,Manager,1,Tier 2,1081145
IT,Director,18,Tier 2,2480105
Operations,Associate,8,Tier 1,1112098
Finance,Senior Dev,17,Tier 3,1648408
Marketing,Analyst,15,Tier 1,1521372
Sales,Analyst,9,Tier 1,1053560
Marketing,Intern,19,Tier 3,1356669
Sales,Senior Dev,11,Tier 3,1245762
Support,Manager,6,Tier 1,1596318
Support,Senior Dev,14,Tier 3,1468703
Support,Director,7,Tier 2,1773577
Sales,Director,3,Tier 1,1743114
Marketing,Lead,18,Tier 2,1985627
Operations,Director,14,Tier 2,2260797
Finance,Intern,0,Tier 1,265807
Operations,Analyst,9,Tier 2,953730
Marketing,Manager,2,Tier 1,1283756
Sales,Lead,8,Tier 3,1163777
Support,Senior Dev,10,Tier 3,1224703
Finance,Intern,1,Tier 3,277819
IT,Manager,5,Tier 2,1334650
Support,Associate,7,Tier 2,902699
Marketing,Manager,1,Tier 2,1079960
Sales,Associate,14,Tier 2,1391089
IT,Senior Dev,0,Tier 3,570737
Sales,Manager,11,Tier 2,1698470
Sales,Lead,7,Tier 2,1224372
Marketing,Lead,0,Tier 1,874294
Support,Analyst,5,Tier 3,620411
Sales,Director,7,Tier 3,1639900
HR,Senior Dev,18,Tier 2,1837935
Operations,Senior Dev,0,Tier 1,743027
IT,Lead,0,Tier 1,902853
Marketing,Analyst,7,Tier 1,871823
Finance,Intern,4,Tier 3,423072
HR,Intern,7,Tier 1,777312
Sales,Manager,9,Tier 3,1434161
Operations,Intern,8,Tier 1,859287
HR,Senior Dev,2,Tier 3,691777
Sales,Manager,6,Tier 1,1569014
Marketing,Senior Dev,19,Tier 2,1902161
Support,Manager,2,Tier 3,1044011
Marketing,Intern,13,Tier 2,1089111
IT,Senior Dev,1,Tier 3,647709
Marketing,Director,10,Tier 2,2009055
Support,Associate,7,Tier 1,1003998
IT,Senior Dev,10,Tier 3,1205490
Support,Manager,16,Tier 3,1880477
Marketing,Analyst,5,Tier 1,745735
Marketing,Senior Dev,4,Tier 3,811242
IT,Senior Dev,7,Tier 3,1040721
IT,Associate,14,Tier 3,1241467
Marketing,Director,16,Tier 3,2133232
Finance,Director,14,Tier 1,2558765
Finance,Manager,19,Tier 3,2068741
Finance,Intern,15,Tier 1,1355972
Support,Director,8,Tier 3,1684592
Support,Senior Dev,16,Tier 2,1722828
IT,Associate,12,Tier 1,1403172
HR,Senior Dev,4,Tier 1,1031017
Support,Intern,5,Tier 2,540594
Marketing,Intern,12,Tier 2,998448
Support,Associate,19,Tier 3,1523112
Support,Manager,14,Tier 3,1741021
Support,Intern,7,Tier 2,696553
Marketing,Senior Dev,8,Tier 1,1320368
HR,Associate,8,Tier 2,973010
Operations,Senior Dev,10,Tier 1,1505851
Marketing,Analyst,9,Tier 3,835496
HR,Lead,16,Tier 2,1826936
Finance,Manager,10,Tier 1,1846469
Marketing,Manager,3,Tier 2,1194390
HR,Director,13,Tier 3,1967207
Sales,Senior Dev,7,Tier 1,1267912
Sales,Lead,3,Tier 3,906572
IT,Analyst,11,Tier 3,978119
Operations,Director,2,Tier 2,1441276
Sales,Analyst,19,Tier 1,1775534
Support,Senior Dev,5,Tier 2,996074
Finance,Senior Dev,3,Tier 3,782563
IT,Analyst,15,Tier 1,1506486
HR,Analyst,10,Tier 2,975799
Marketing,Senior Dev,0,Tier 2,633641
Marketing,Senior Dev,6,Tier 2,1034587
Sales,Director,6,Tier 1,1951359
Sales,Senior Dev,6,Tier 3,971833
Support,Intern,15,Tier 3,1094665
Operations,Senior Dev,7,Tier 1,1270032
Operations,Director,8,Tier 1,2082641
Sales,Senior Dev,12,Tier 2,1452028
IT,Manager,3,Tier 1,1328536
IT,Lead,11,Tier 1,1715712
Finance,Analyst,1,Tier 1,426284
HR,Lead,17,Tier 2,1890955
Support,Associate,14,Tier 1,1561182
HR,Intern,7,Tier 1,794614
IT,Associate,0,Tier 2,421539
HR,Senior Dev,9,Tier 3,1156219
HR,Manager,4,Tier 3,1128120
HR,Manager,7,Tier 2,1429903
HR,Analyst,15,Tier 2,1305629
HR,Manager,12,Tier 3,1623782
HR,Associate,12,Tier 1,1387438
Operations,Manager,4,Tier 2,1230009
Sales,Lead,10,Tier 3,1312372
Support,Manager,12,Tier 3,1623435
Support,Senior Dev,10,Tier 2,1328744
IT,Analyst,18,Tier 2,1545442
Support,Manager,14,Tier 3,1730454
HR,Senior Dev,6,Tier 3,971381
Sales,Analyst,2,Tier 3,435117
Operations,Manager,12,Tier 3,1632662
Marketing,Senior Dev,4,Tier 1,1023190
Sales,Senior Dev,17,Tier 3,1598789
HR,Senior Dev,7,Tier 3,1007459
HR,Senior Dev,0,Tier 1,767085
Marketing,Analyst,16,Tier 1,1594961
Finance,Senior Dev,11,Tier 1,1602199
Finance,Manager,13,Tier 2,1839885
HR,Lead,15,Tier 3,1620311
Operations,Associate,9,Tier 3,933932
Finance,Lead,16,Tier 3,1684847
Marketing,Director,17,Tier 1,2783931
Sales,Lead,15,Tier 2,1768032
IT,Intern,15,Tier 1,1360890
Finance,Lead,7,Tier 2,1255413
Support,Senior Dev,5,Tier 3,885540
Support,Manager,8,Tier 2,1543907
Marketing,Director,11,Tier 1,2314899
Sales,Intern,11,Tier 3,850982
HR,Manager,16,Tier 3,1852606
Sales,Manager,8,Tier 1,1705150
Operations,Director,9,Tier 3,1761887
IT,Intern,11,Tier 1,1091687
Support,Associate,6,Tier 1,928593
Operations,Lead,14,Tier 2,1680607
Finance,Lead,5,Tier 2,1125929
Support,Intern,11,Tier 2,944074
Finance,Lead,19,Tier 2,2038194
HR,Analyst,1,Tier 3,356853
Marketing,Associate,4,Tier 1,811169
Operations,Associate,15,Tier 3,1283703
Marketing,Analyst,19,Tier 1,1828453
HR,Lead,10,Tier 3,1303161
Sales,Intern,11,Tier 2,925716
Marketing,Director,5,Tier 2,1667098
Support,Senior Dev,19,Tier 3,1710132
Sales,Director,8,Tier 2,1821385
Finance,Intern,15,Tier 3,1110373
Marketing,Senior Dev,13,Tier 3,1409157
Support,Intern,7,Tier 3,592835
Operations,Director,18,Tier 3,2292317
IT,Analyst,6,Tier 1,820892
Finance,Lead,17,Tier 1,2128353
Finance,Intern,10,Tier 2,851909
IT,Associate,7,Tier 3,804496
Finance,Lead,11,Tier 2,1471153
Finance,Director,17,Tier 2,2445734
Operations,Lead,16,Tier 3,1649445
IT,Analyst,13,Tier 1,1343351
Marketing,Associate,6,Tier 1,964149
HR,Intern,2,Tier 1,381258
Marketing,Director,5,Tier 2,1643763
IT,Associate,1,Tier 1,585048
Marketing,Intern,11,Tier 1,1065607
Support,Associate,11,Tier 3,1039018
Finance,Director,9,Tier 3,1756946
Operations,Manager,19,Tier 1,2557375
HR,Analyst,17,Tier 2,1465052
HR,Manager,11,Tier 3,1577322
Finance,Intern,16,Tier 1,1459139
Sales,Manager,9,Tier 3,1418458
Finance,Senior Dev,5,Tier 3,887221
Sales,Lead,8,Tier 2,1285070
Sales,Senior Dev,1,Tier 1,844508
Finance,Senior Dev,16,Tier 1,1961831
Operations,Analyst,11,Tier 2,1074340
HR,Director,7,Tier 1,2037770
HR,Associate,2,Tier 2,585601
Finance,Lead,18,Tier 2,1947775
Finance,Associate,18,Tier 1,1863310
Operations,Director,5,Tier 2,1641263
HR,Director,7,Tier 3,1638367
HR,Director,17,Tier 3,2192739
Finance,Analyst,15,Tier 1,1512278
Support,Lead,16,Tier 3,1662624
Support,Director,11,Tier 1,2304964
Sales,Associate,9,Tier 1,1174510
Finance,Manager,13,Tier 1,2089254
Sales,Intern,0,Tier 3,182336
IT,Analyst,3,Tier 3,477412
IT,Analyst,4,Tier 3,519843
Marketing,Manager,6,Tier 2,1391454
Operations,Senior Dev,9,Tier 2,1251228
Support,Director,6,Tier 1,1922272
Finance,Associate,6,Tier 3,780041
Finance,Intern,10,Tier 2,853400
Marketing,Associate,11,Tier 3,1087378
Operations,Associate,3,Tier 2,626147
Sales,Associate,12,Tier 2,1236326
Marketing,Intern,18,Tier 3,1288889
Operations,Director,4,Tier 1,1814966
Operations,Lead,15,Tier 1,2010288
HR,Associate,11,Tier 3,1035409
Finance,Manager,6,Tier 3,1274874
Operations,Senior Dev,12,Tier 2,1478862
HR,Lead,1,Tier 2,831958
Sales,Lead,14,Tier 1,1914768
HR,Senior Dev,10,Tier 3,1196145
Operations,Senior Dev,6,Tier 2,1069203
HR,Senior Dev,10,Tier 1,1486412
IT,Director,1,Tier 2,1381596
Marketing,Lead,15,Tier 2,1772406
HR,Senior Dev,12,Tier 3,1313332
Support,Lead,16,Tier 1,2060764
Support,Senior Dev,11,Tier 2,1378139
IT,Senior Dev,18,Tier 3,1655062
Finance,Manager,5,Tier 1,1527223
HR,Manager,12,Tier 1,2001372
IT,Lead,1,Tier 1,939965
IT,Director,10,Tier 2,1994997
Marketing,Analyst,6,Tier 2,741048
Finance,Analyst,6,Tier 2,700050
Support,Associate,5,Tier 3,685722
Operations,Analyst,10,Tier 3,919510
IT,Director,1,Tier 2,1394674
Operations,Associate,3,Tier 2,642489
Marketing,Analyst,5,Tier 1,740080
Sales,Intern,4,Tier 3,468940
Operations,Associate,6,Tier 2,852232
Finance,Analyst,0,Tier 1,383014
Finance,Senior Dev,0,Tier 2,657250
Sales,Associate,5,Tier 1,896729
HR,Associate,9,Tier 3,926475
HR,Director,10,Tier 1,2277824
Sales,Manager,0,Tier 1,1141412
Finance,Manager,4,Tier 1,1424011
Marketing,Lead,0,Tier 3,720227
HR,Intern,2,Tier 1,388897
HR,Senior Dev,8,Tier 2,1164861
HR,Lead,16,Tier 2,1809750
Sales,Lead,13,Tier 2,1614988
HR,Lead,3,Tier 3,873524
Finance,Analyst,16,Tier 2,1389365
Operations,Analyst,1,Tier 2,371622
IT,Lead,4,Tier 3,938419
Marketing,Manager,3,Tier 2,1183605
Support,Associate,19,Tier 3,1532164
Operations,Associate,12,Tier 1,1416197
Operations,Manager,4,Tier 1,1431854
Support,Associate,6,Tier 3,752995
Sales,Lead,0,Tier 3,684605
Sales,Lead,3,Tier 3,897952
Support,Senior Dev,13,Tier 1,1700263
Finance,Manager,13,Tier 2,1858719
Sales,Manager,19,Tier 1,2557276
Support,Senior Dev,7,Tier 1,1299615
Marketing,Intern,2,Tier 1,414504
Sales,Lead,18,Tier 1,2242456
HR,Senior Dev,1,Tier 2,697102
IT,Intern,9,Tier 3,755009
Sales,Analyst,13,Tier 3,1056256
IT,Analyst,12,Tier 1,1274401
Finance,Manager,12,Tier 3,1596554
Sales,Analyst,13,Tier 1,1368279
Finance,Lead,2,Tier 1,999846
Support,Associate,18,Tier 1,1846205
Marketing,Manager,2,Tier 3,1020255
IT,Intern,13,Tier 2,1091019
Operations,Senior Dev,11,Tier 3,1275532
Finance,Associate,10,Tier 2,1070400
Sales,Senior Dev,7,Tier 3,1000416
Support,Associate,19,Tier 3,1563695
Operations,Manager,10,Tier 2,1656536
Operations,Associate,1,Tier 2,488489
IT,Director,9,Tier 1,2171986
Marketing,Manager,5,Tier 2,1304691
Support,Associate,11,Tier 2,1146794
Sales,Analyst,12,Tier 1,1294956
Finance,Senior Dev,5,Tier 2,980800
Marketing,Associate,5,Tier 1,902777
HR,Lead,8,Tier 3,1186439
Finance,Analyst,14,Tier 1,1418385
HR,Senior Dev,7,Tier 2,1110482
Operations,Director,15,Tier 2,2323877
HR,Associate,5,Tier 1,893373
Marketing,Manager,2,Tier 3,1032089
Operations,Manager,0,Tier 2,965435
Sales,Lead,13,Tier 1,1826691
Marketing,Lead,11,Tier 1,1690389
Sales,Analyst,10,Tier 1,1131009
Marketing,Manager,17,Tier 3,1906934
Operations,Analyst,6,Tier 1,833179
IT,Analyst,19,Tier 1,1812782
Finance,Associate,0,Tier 1,524412
Operations,Associate,17,Tier 2,1543688
IT,Manager,8,Tier 2,1514751
Support,Director,8,Tier 3,1662041
Support,Lead,1,Tier 3,766069
Operations,Associate,14,Tier 3,1236370
Support,Director,10,Tier 1,2279806
Sales,Director,5,Tier 3,1481586
Marketing,Manager,10,Tier 1,1858932
HR,Intern,19,Tier 2,1469179
Support,Associate,9,Tier 1,1191501
Finance,Analyst,14,Tier 3,1156136
Operations,Senior Dev,17,Tier 2,1763249
IT,Manager,6,Tier 1,1566390
Support,Manager,17,Tier 2,2094881
IT,Director,19,Tier 3,2338264
